image_path,ground_truth,predicted_class,segmented_image,mask,structural_assessment
hurricane_dataset/damage/-93.810215_30.036254.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-93_segmented_20260603_181251.png,./outputs/hurricane_v1/images/masks/-93_mask_20260603_181251.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is the presence of visible cracks and deformations on the building's surface, which are indicative of"
hurricane_dataset/damage/-95.385341_30.039565000000003.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181251.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181251.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the roof of the building is visibly torn and the walls show signs of structural damage. Additionally,"
hurricane_dataset/no_damage/-95.629928_29.772429.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181251.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181251.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/no_damage/-95.09384200000001_29.859006.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181252.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181252.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/no_damage/-95.07911700000001_29.796398999999997.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181252.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181252.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/damage/-93.66825_30.212334000000002.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-93_segmented_20260603_181252.png,./outputs/hurricane_v1/images/masks/-93_mask_20260603_181252.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The presence"
hurricane_dataset/damage/-95.63271800000001_29.84605.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181252.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181252.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The presence"
hurricane_dataset/damage/-96.88770500000001_28.455263000000002.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-96_segmented_20260603_181252.png,./outputs/hurricane_v1/images/masks/-96_mask_20260603_181252.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is the presence of visible cracks and deformations on the building's surface, which are indicative of"
hurricane_dataset/damage/-95.550455_29.758069.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181253.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181253.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building shows visible signs of structural damage, such as cracks, deformations, and possible"
hurricane_dataset/no_damage/-96.933086_28.727581.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-96_segmented_20260603_181253.png,./outputs/hurricane_v1/images/masks/-96_mask_20260603_181253.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/damage/-95.65154_29.833571999999997.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181253.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181253.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building shows visible signs of structural damage, such as cracks, deformations, and possible"
hurricane_dataset/no_damage/-95.64274300000001_29.843159000000004.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181253.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181253.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/damage/-95.612914_29.759171000000002.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181253.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181253.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building shows visible signs of structural damage, such as cracks, deformations, and possible"
hurricane_dataset/damage/-93.99102099999999_29.896690000000003.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-93_segmented_20260603_181253.png,./outputs/hurricane_v1/images/masks/-93_mask_20260603_181253.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The presence"
hurricane_dataset/damage/-95.62830600000001_29.857381.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181254.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181254.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The presence"
hurricane_dataset/damage/-95.661312_29.834551.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181254.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181254.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The presence"
hurricane_dataset/damage/-95.252431_30.021834000000002.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181254.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181254.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The presence"
hurricane_dataset/damage/-95.55574200000001_29.758693.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181254.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181254.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The presence"
hurricane_dataset/no_damage/-95.63074399999999_29.845701000000002.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181254.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181254.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/no_damage/-95.632313_29.842681.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181255.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181255.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/damage/-95.634911_29.778267.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181255.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181255.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The presence"
hurricane_dataset/damage/-95.632013_29.858753999999998.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181255.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181255.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The presence"
hurricane_dataset/damage/-93.67761800000001_30.200741999999998.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-93_segmented_20260603_181421.png,./outputs/hurricane_v1/images/masks/-93_mask_20260603_181421.png,"Based on the DINOv2's prediction, the building appears to be damaged. The reasoning behind this conclusion is that the roof of the building is visibly torn and the walls are also showing signs of damage. The presence of de"
hurricane_dataset/no_damage/-95.632133_29.844475.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181421.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181421.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/damage/-95.636128_29.768926.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181421.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181421.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The presence"
hurricane_dataset/damage/-95.6319_29.844140000000003.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181421.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181421.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The presence"
hurricane_dataset/no_damage/-95.632246_29.853755.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181421.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181421.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/no_damage/-95.075574_30.029791999999997.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181422.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181422.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/damage/-95.59786899999999_29.761657.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181422.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181422.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is the presence of visible cracks and deformations on the building's surface, which are indicative of"
hurricane_dataset/no_damage/-95.33008000000001_29.377509999999997.jpeg,no_damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181422.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181422.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is the presence of visible cracks and deformations on the building's surface, which are indicative of"
hurricane_dataset/damage/-95.067895_29.830953000000004.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181422.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181422.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is the presence of visible cracks and deformations on the building's surface, which are indicative of"
hurricane_dataset/damage/-96.920036_28.751256.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-96_segmented_20260603_181422.png,./outputs/hurricane_v1/images/masks/-96_mask_20260603_181422.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The presence"
hurricane_dataset/damage/-96.923807_28.813962.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-96_segmented_20260603_181423.png,./outputs/hurricane_v1/images/masks/-96_mask_20260603_181423.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the roof of the building is visibly torn and the walls show signs of structural damage. Additionally,"
hurricane_dataset/damage/-96.99601_28.524990000000003.jpeg,damage,no_damage,./outputs/hurricane_v1/images/segmented/-96_segmented_20260603_181423.png,./outputs/hurricane_v1/images/masks/-96_mask_20260603_181423.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/no_damage/-95.630248_29.777696000000002.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181423.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181423.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/damage/-95.64953299999999_29.834546999999997.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181423.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181423.png,"Based on the DINOv2's prediction, the building appears to be damaged. The reasoning behind this conclusion is that the roof of the building is visibly torn and the walls are also showing signs of damage. Additionally, there are"
hurricane_dataset/damage/-96.98390699999999_28.793971000000003.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-96_segmented_20260603_181423.png,./outputs/hurricane_v1/images/masks/-96_mask_20260603_181423.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the roof of the building is visibly torn and the walls show signs of structural damage. Additionally,"
hurricane_dataset/no_damage/-95.667413_29.816276000000002.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181423.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181423.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/damage/-95.621166_29.778644.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181424.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181424.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows a significant portion of the building's roof and walls missing or severely damaged,"
hurricane_dataset/no_damage/-95.634785_29.776229999999998.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181424.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181424.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/damage/-95.54056_29.750883.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181424.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181424.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows a significant portion of the building's roof and walls missing or severely damaged,"
hurricane_dataset/damage/-95.138075_30.004711999999998.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181424.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181424.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows a significant portion of the building's roof and walls missing or severely damaged,"
hurricane_dataset/damage/-95.085812_29.829001.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181424.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181424.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows a significant portion of the building's roof and walls missing or severely damaged,"
hurricane_dataset/damage/-93.73527_29.788422999999998.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-93_segmented_20260603_181424.png,./outputs/hurricane_v1/images/masks/-93_mask_20260603_181424.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is the presence of visible cracks and deformations on the building's surface, which are indicative of"
hurricane_dataset/damage/-95.60696300000001_29.760581.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181425.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181425.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the roof of the building is visibly torn and the walls show signs of structural damage. Additionally,"
hurricane_dataset/damage/-93.808978_30.035065000000003.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-93_segmented_20260603_181425.png,./outputs/hurricane_v1/images/masks/-93_mask_20260603_181425.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The presence"
hurricane_dataset/no_damage/-95.636055_29.775145000000002.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181425.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181425.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/no_damage/-95.646073_29.838317.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181425.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181425.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/no_damage/-95.631591_29.8576.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181425.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181425.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/damage/-95.273887_29.606253000000002.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181426.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181426.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as broken windows, collapsed roofs, and"
hurricane_dataset/damage/-93.807569_30.042106.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-93_segmented_20260603_181426.png,./outputs/hurricane_v1/images/masks/-93_mask_20260603_181426.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The presence"
hurricane_dataset/no_damage/-95.27229_29.60635.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181426.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181426.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/damage/-95.632201_29.848928000000004.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181426.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181426.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as broken windows, collapsed roofs, and"
hurricane_dataset/no_damage/-95.268445_29.605211999999998.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181426.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181426.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/damage/-93.69455500000001_29.783198.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-93_segmented_20260603_181546.png,./outputs/hurricane_v1/images/masks/-93_mask_20260603_181546.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is the presence of visible cracks and deformations on the building's surface, which are indicative of"
hurricane_dataset/damage/-96.993427_28.986782.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-96_segmented_20260603_181546.png,./outputs/hurricane_v1/images/masks/-96_mask_20260603_181546.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The satellite"
hurricane_dataset/damage/-95.09638199999999_29.836106.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181546.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181546.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as cracks, debris, and possible"
hurricane_dataset/damage/-95.633966_29.846206.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181546.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181546.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as cracks, debris, and possible"
hurricane_dataset/damage/-95.603515_29.764852.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181546.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181546.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as cracks, debris, and possible"
hurricane_dataset/no_damage/-95.061412_29.826522999999998.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181547.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181547.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/damage/-95.598338_29.761776.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181547.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181547.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as cracks, debris, and possible"
hurricane_dataset/damage/-95.07153199999999_29.829632.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181547.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181547.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as cracks, debris, and possible"
hurricane_dataset/no_damage/-95.287678_29.608265999999997.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181547.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181547.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/damage/-95.53474_29.746631.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181547.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181547.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as cracks, debris, and possible"
hurricane_dataset/no_damage/-96.995524_28.82762.jpeg,no_damage,damage,./outputs/hurricane_v1/images/segmented/-96_segmented_20260603_181548.png,./outputs/hurricane_v1/images/masks/-96_mask_20260603_181548.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The presence"
hurricane_dataset/damage/-95.557383_29.764859.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181548.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181548.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as broken windows, collapsed roofs, and"
hurricane_dataset/damage/-95.551622_29.759195000000002.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181548.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181548.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as broken windows, collapsed roofs, and"
hurricane_dataset/no_damage/-95.289012_29.608065999999997.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181548.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181548.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/damage/-95.6412_29.769764000000002.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_181548.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_181548.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as broken windows, collapsed roofs, and"
